1	BILLCONTROLSEQ	2020-08-13 01:24:31.143000000
1	BILLSEQ	2020-08-13 01:24:31.143000000
1	CLIENTCODE	2020-08-13 01:24:31.143000000
1	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
1	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
2	CODE	2020-08-13 01:24:31.143000000
2	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
2	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
2	SITECODE	2020-08-13 01:24:31.143000000
2	TABLECODE	2020-08-13 01:24:31.143000000
2	TYPECODE	2020-08-13 01:24:31.143000000
3	ATTORNEYSEQ	2020-08-13 01:24:31.143000000
3	CLAIMSYSSUBSET	2020-08-13 01:24:31.143000000
3	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
3	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
4	ATTORNEYADDRESSSEQ	2020-08-13 01:24:31.143000000
4	CLAIMSYSSUBSET	2020-08-13 01:24:31.143000000
4	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
4	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
6	BILLSEQ	2020-08-13 01:24:31.143000000
6	CLIENTCODE	2020-08-13 01:24:31.143000000
6	FEETYPE	2020-08-13 01:24:31.143000000
6	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
6	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
6	TRANSACTIONTYPE	2020-08-13 01:24:31.143000000
7	BILLICDSEQ	2020-08-13 01:24:31.143000000
7	BILLSEQ	2020-08-13 01:24:31.143000000
7	CLIENTCODE	2020-08-13 01:24:31.143000000
7	CODETYPE	2020-08-13 01:24:31.143000000
7	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
7	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
8	BILLDIAGNOSISSEQ	2020-08-13 01:24:31.143000000
8	BILLSEQ	2020-08-13 01:24:31.143000000
8	CLIENTCODE	2020-08-13 01:24:31.143000000
8	ICDBILLUSAGETYPEID	2020-08-13 01:24:31.143000000
8	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
8	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
9	BILLSEQ	2020-08-13 01:24:31.143000000
9	CHILDTARGETSEQ	2020-08-13 01:24:31.143000000
9	CHILDTARGETSUBSET	2020-08-13 01:24:31.143000000
9	CLIENTCODE	2020-08-13 01:24:31.143000000
9	LINESEQ	2020-08-13 01:24:31.143000000
9	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
9	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
9	RULEID	2020-08-13 01:24:31.143000000
10	CLAIMSEQ	2020-08-13 01:24:31.143000000
10	CLAIMSYSSUBSET	2020-08-13 01:24:31.143000000
10	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
10	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
11	CLAIMSYSSUBSET	2020-08-13 01:24:31.143000000
11	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
11	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
11	SUBSEQ	2020-08-13 01:24:31.143000000
11	SUBTYPE	2020-08-13 01:24:31.143000000
11	TYPECODE	2020-08-13 01:24:31.143000000
19	ICDDIAGNOSISID	2020-08-13 01:24:31.143000000
19	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
19	ODSPOSTINGGROUPAUDITID	2020-08-13 01:24:31.143000000
20	BILLSEQ	2020-08-13 01:24:31.143000000
20	CLIENTCODE	2020-08-13 01:24:31.143000000
20	LINESEQ	2020-08-13 01:24:31.143000000
20	ODSCUSTOMERID	2020-08-13 01:24:31.143000000
